id,name,calories,protein,fat,carbs,portion_size
1,Abon,280,9.2,28.4,0,100
2,Abon haruwan,513,23.7,37,21.3,100
3,Agar-agar,0,0,0.2,0,100
4,Akar tonjong segar,45,1.1,0.4,10.8,100
5,Aletoge segar,37,4.4,0.5,3.8,100
6,Alpukat segar,85,0.9,6.5,7.7,100
7,Ampas kacang hijau,96,3.7,0.6,19.1,100
8,Ampas Tahu,414,26.6,18.3,41.3,100
9,Ampas tahu kukus,75,4.1,2.1,10.7,100
10,Ampas tahu mentah,67,5,2.1,8.1,100
11,Anak sapi daging gemuk segar,184,18.8,14,0,100
12,Anak sapi daging kurus segar,174,19.6,10,0,100
13,Anak sapi daging sedang segar,190,19.1,12,0,100
14,Andaliman segar,99,4.6,1,18,100
15,Andewi,25,1.6,0.2,5.3,100
16,Anggur hutan segar,30,0.5,0.2,6.8,100
17,Angsa,354,16.4,31.5,0,100
18,Anyang sayur,126,3.4,7.9,10.3,100
19,Apel,58,0.3,0.4,14.9,100
20,Apel malang segar,57,0.5,0.4,12.8,100
21,Arbei,37,0.8,0.5,8.3,100
22,Ares sayur,113,0.9,7.2,11.2,100
23,Arrowroot segar,102,1,0.2,24.1,100
24,Arwan sirsir,277,2.4,25,10.7,100
25,Asam kandis segar,75,0.2,1.1,16.1,100
26,Asam masak di pohon,239,2.8,0.6,62.5,100
27,Asam payak segar,135,0.8,0.4,32.1,100
28,Asan kandis kering,261,0.9,1.6,63.3,100
29,Asinan Bogor sayuran,98,3.9,2.6,14.8,100
30,Ayam,302,18.2,25,0,100
31,Ayam  goreng Kentuckysayap,297,35.9,15.2,1.6,100
32,Ayam ampela goreng,270,32.3,11.2,9.9,100
33,Ayam dideh/darah segar,75,13.8,1.9,0.7,100
34,Ayam goreng church texa sayap,295,34,16,1.5,100
35,Ayam goreng church texas dada,338,35.2,20.6,0.4,100
36,Ayam goreng kalasan paha,275,37.4,12.2,1.3,100
37,Ayam goreng kentucky dada,298,34.2,16.8,0.1,100
38,Ayam goreng Kentucky paha,286,32.1,16.1,1.1,100
39,Ayam goreng mbok berek dada,295,39.2,13.6,1,100
40,Ayam goreng paha,287,31,15.7,1.7,100
41,Ayam goreng pasundan dada,246,37.9,9,0.7,100
42,Ayam goreng pasundan paha,245,33.1,11.4,0.3,100
43,Ayam goreng pioneer dada,295,37.4,14.7,0.6,100
44,Ayam goreng sukabumi dada,244,36.7,9.2,1,100
45,Ayam goreng sukabumi paha,283,35.7,14.3,0.5,100
46,Ayam hati segar,261,27.4,16.1,1.6,100
47,Ayam taliwang masakan,264,18.2,20.1,2.7,100
48,Ayam usus goreng,473,45.2,26.3,13.9,100
49,Babat,113,17.6,4.2,0,100
50,Babi daging gemuk segar,453,11.9,45,0,100
51,Babi daging kurus segar,371,14.1,35,0,100
52,Babi ginjal segar,110,16.3,4.6,0.8,100
53,Babi hati segar,129,19.7,4.8,1.7,100
54,Babi hutan masak rica masakan,491,24.6,16.3,0.2,100
55,Bacang,102.9,3.3,2.7,16.3,100
56,Bagea kelapa asin,450,3.2,13.9,78.1,100
57,Bagea kelapa manis,452,1.3,13.8,80.6,100
58,Bagea kenari asin,529,3.2,29.1,63.6,100
59,Bagea kenari manis,523,3.2,28.2,64.2,100
60,Bagea kw 1,416,6.5,9.4,76.3,100
61,Bagea kw 2,382,0.3,3.5,87.2,100
62,Baje,129,1.9,6.6,15.6,100
63,Bakpia kue,272,8.7,6.7,44.1,100
64,Bakso ,76,4.1,2.5,9.2,100
65,Bakung segar,27,2,0.2,4.2,100
66,Bakwan,280,8.2,10.2,39,100
67,Baligo,13,0.4,0.2,3,100
68,Bantal,190,3.3,0.3,43.5,100
69,Barongko,159,3.1,5.8,23.5,100
70,Batang Tading,137,4.3,4.8,19.1,100
71,Batar daan,107,2.2,2.2,19.6,100
72,Batatas gembili segar,76,1.1,0.9,16,100
73,Batatas kelapa ubi bakar,110,1.4,1.1,23.4,100
74,Batatas kelapa ubi kukus,92,1.2,0.3,21,100
75,Batatas kelapa ubi segar,89,1.1,0.1,21,100
76,Batatas tali ubi rebus,182,2.4,0.4,42.2,100
77,Bawang Bombay,45,1.4,0.2,10.3,100
78,Bawang Merah,39,1.5,0.3,0.2,100
79,Bawang Putih,95,4.5,0.2,23.1,100
80,Bayam kukus,30,1.3,0.7,5.8,100
81,Bayam Merah,51,4.6,0.5,10,100
82,Bayam merah segar,41,2.2,0.8,6.3,100
83,Bayam rebus,23,1.2,0.6,3.7,100
84,Bayam segar,36,3.5,0.5,6.5,100
85,Bayam tumis + oncom,102,3.7,6.7,6.9,100
86,Bayam tumis bersantan,48,1.4,4.2,2.6,100
87,Bebek (itik),326,16,28.6,0,100
88,Bebek alabio daging segar,303,11.3,27,3.7,100
89,Bebek daging goreng,300,24,20.7,4.5,100
90,Beberuk,65,1.1,5.2,3.5,100
91,Beef burger,258,10.6,9.5,32.5,100
92,Beef teriyaki masakan,151,8.6,3.1,22.3,100
93,Beef yakiniku masakan,132,9.8,1.1,20.7,100
94,Bekasam,116,11.9,4.9,6.1,100
95,Bekasang,78,11.4,2,3.6,100
96,Belibis daging segar,131,20.2,4.3,2.8,100
97,Belimbing,36,0.4,0.4,8.8,100
98,Belitung talas kukus,145,1.2,0.4,34.2,100
99,Belut goreng,417,25.9,19.4,32,100
100,Belut segar,70,14.6,0.8,1,100
101,Belutlaut segar,93,12.8,1.5,6.1,100
102,Bengkuang,55,1.4,0.2,12.8,100
103,Bentul (Komba)  talas segar,98,1.6,0.7,20.9,100
104,Bentul talas kukus,71,2.3,0.3,15.4,100
105,Beras Cerdas,350,2.7,1.1,82.3,100
106,Beras ganyong,364,3.4,0.7,86.3,100
107,Beras Giling,360,6.8,0.7,78.9,100
108,Beras Giling masak (nasi) ,178,2.1,0.1,40.6,100
109,Beras giling mentah,357,8.4,1.7,77.1,100
110,Beras giling var pelita mentah,369,9.5,1.4,77.1,100
111,Beras giling var rojolele mentah,357,8.4,1.7,77.1,100
112,Beras hitam mentah,351,8,1.3,76.9,100
113,Beras jagung kuning kering mentah,358,5.5,0.1,82.7,100
114,Beras jagung putih kering mentah,307,4.8,0.1,71.8,100
115,Beras Ketan Hitam,356,7,0.7,78,100
116,Beras Ketan Hitam kukus,181,4,1.2,37.3,100
117,Beras Ketan Hitam tape,166,3.8,1,34.4,100
118,Beras Ketan Hitam tumbuk,360,8,2.3,74.5,100
119,Beras ketan hitam tumbuk mentah,360,8,2.3,74.5,100
120,Beras Ketan Putih,362,6.7,0.7,79.4,100
121,Beras Ketan Putih kukus,163,3,0.4,35.7,100
122,Beras Ketan Putih tape,172,3,0.5,37.5,100
123,Beras Ketan Putih tumbuk,361,7.4,0.8,78.4,100
124,Beras ketan putih tumbuk mentah,361,7.4,0.8,78.4,100
125,Beras ladang mentah,376,7.5,3.8,78,100
126,Beras Menir,339,7.7,4.4,73,100
127,Beras menir mentah,362,7.7,4.4,73,100
128,Beras Merah tumbuk,359,7.5,0.9,77.6,100
129,Beras Parboiled,364,6.8,0.6,80.1,100
130,Beras parboiled,353,6.8,0.6,80,100
131,Beras Pecah Kulit,335,7.4,1.9,76.2,100
132,Beras Setengah Giling,363,7.6,1.1,78.3,100
133,Beras Siger,344,1.1,0.2,28.3,100
134,Beras tumbuk mentah,354,7.8,0.4,79.9,100
135,Beras tumbuk merah mentah,352,7.3,0.9,76.2,100
136,Betok wadi masakan,145,16.3,7,4.1,100
137,Bihun,360,4.7,0.1,82.1,100
138,Bihun Goreng ,154,3,4.5,25.5,100
139,Bihun goreng instan,381,6.1,3.9,80.3,100
140,Bihun Jagung mentah,354,0.5,0.3,87.4,100
141,Bihun mentah,348,4.7,0.1,82.1,100
142,Biji Jambu Mete,562,21.2,49.6,23.6,100
143,Biji Jambu Mete goreng,629,21.5,56.6,19.8,100
144,Biji nangka/Biji salak,262,2.3,5.4,51.1,100
145,Bika ambon,199,2.1,1.5,44.4,100
146,Bika Ambon ,225.7,3,0.3,52.9,100
147,Bir (4% alkohol),48,0.6,0,4.4,100
148,Biskuit,458,6.9,14.4,75.1,100
149,Bit,42,1.6,0.1,9.6,100
150,Biwah segar,51,0.3,0.1,12.1,100
151,Bonggol Pisang,43,2.6,0,11.6,100
152,Bonggol Pisang kering,245,3.4,0,66.2,100
153,Bongkrek (tempe bungkil),119,4.4,3.5,18.3,100
154,Boros Kunci,23,1,0.8,7.2,100
155,Boros Laja (lengkuas),22,1,0.3,4.7,100
156,Botok lamtoro,186,11.7,9.7,13,100
157,Brem,249,3.4,0.4,58,100
158,Brondong ,400,4,0.7,95.3,100
159,Brongkos,141,15.3,3.3,12.6,100
160,Buah Atung,23,0.8,0.2,5.2,100
161,Buah kelenting segar,110,1.4,2.1,21.4,100
162,Buah kelor,38,1.5,0.2,7.5,100
163,Buah kom segar,264,4,1.1,59.6,100
164,Buah Mentega (bisbul),39,0.7,0.2,9.7,100
165,Buah merah,87,2.6,2.7,13.1,100
166,Buah Naga Merah segar,71,1.7,3.1,9.1,100
167,Buah Naga Putih segar,56,0.8,1,10.9,100
168,Buah negri segar,55,1.2,0.1,12.2,100
169,Buah Nona,101,1.7,0.6,25.2,100
170,Buah rotan segar,78,0.6,0.3,18.2,100
171,Buah rukam segar,113,0.8,0.3,26.8,100
172,Buah ruruhi segar,29,2.1,0.7,3.6,100
173,Buah tuppa segar,67,0.4,0.2,15.9,100
174,Buaya daging dendeng mentah,365,49.6,4.8,30.8,100
175,Bubur ,60,1,60,13,100
176,Bubur sagu,167,0.2,4,33,100
177,Bubur tinotuan (Manado),156,2.3,0.2,15.6,100
178,Bulgogi masakan,72,11.4,4.9,1.4,100
179,Bulung Jajan,212,16.9,0.2,47.6,100
180,Bulung Sangu,237,14.7,0.2,56,100
181,Buncis,35,2.4,0.2,7.7,100
182,Buncis asam,60,5.1,0.5,8.5,100
183,Buncis rebus,30,2.2,0.2,6.4,100
184,Bunga pepaya segar,45,2.6,0.3,8.1,100
185,Bunga turi segar,42,2,1.1,6.1,100
186,Bungkil Biji Karet,333,29.3,3.3,50,100
187,Bungkil Kacang Tanah,336,37.4,13,30.5,100
188,Bungkil Kelapa,368,23,15,40,100
189,Buntil ,106,4.4,6.3,7.9,100
190,Buntil daun talas,141,4.4,10.2,8,100
191,Buras ,125.7,3.3,1.9,23.9,100
192,Burung sarang segar,281,37.5,0.3,32.1,100
193,Cabai gembor merah segar,38,1.6,0.8,6.3,100
194,Cabai hijau segar,26,0.7,0.3,5.2,100
195,Cabai merah kering,367,15.9,6.2,61.8,100
196,Cabai merah segar,36,1,0.3,7.3,100
197,Cabai rawit segar,120,4.7,2.4,19.9,100
198,Caisin segar,20,1.7,0.4,3.4,100
199,Cakalang asar (asap papua),155,20.1,3.8,10.2,100
200,Cake tape,323,4.9,11.5,50.1,100
201,Cammetutu,102,3.2,6,8.7,100
202,Cantel mentah,366,11,3.3,73,100
203,Cap cai sayur,97,5.8,6.3,4.2,100
204,Carica papaya segar,24,1.9,0.2,3.7,100
205,Cassavastick,460,0.8,18.7,17.2,100
206,Cempedak,116,3,0.4,28.6,100
207,Cengkeh kering,330,5.2,8.9,57.4,100
208,Centel,332,11,3.3,73,100
209,Ceriping getuk singkong,462,1.2,20.7,67.7,100
210,Chicken teriyaki masakan,168,13,9.6,7.5,100
211,Chikiniku masakan,143,9.8,1.4,22.8,100
212,Coklat bubuk,311,8,4,48.9,100
213,Coklat Manis batang,472,2,29.8,62.7,100
214,Coklat Pahit batang,504,5.5,52.9,29.2,100
215,Coklat Susu batang,381,9,35,53.6,100
216,Combro ,210,1.6,6.6,35.8,100
217,Corned Beef,241,16,25,0,100
218,Coto mangkasara kuda masakan,96,6.8,5.9,3.8,100
219,Coto mangkasara sapi masakan,84,6,6,1.4,100
220,Cue Selar Kuning,145,27,2.3,0,100
221,Cuka,12,0.1,0.1,5,100
222,Cumi-cumi goreng,265,40.6,10.1,0,100
223,Cumi-cumi segar,75,16.1,0.7,0.1,100
224,Daging Anak Sapi,190,19.1,12,0,100
225,Daging Asap,191,32,6,0,100
226,Daging Babi Gemuk,457,11.6,45,0,100
227,Daging Babi Kurus,376,14.1,35,0,100
228,Daging Domba,206,17.1,14.8,0,100
229,Daging Kambing,154,16.6,9.2,0,100
230,Daging Kerbau,84,18.7,0.5,0,100
231,Daging Kuda,118,18.1,4.1,0.9,100
232,Daging Sapi,207,18.8,14,0,100
233,Daun bangun-bangun segar,27,1.3,0.6,4,100
234,Daun Bawang,29,1.8,0.7,5.2,100
235,Daun bawang  merah segar,41,2,0.3,7.8,100
236,Daun bebuas segar,41,2.7,1,7.3,100
237,Daun belem segar,50,4.4,1.4,7.8,100
238,Daun Beluntas,42,1.8,0.5,9.4,100
239,Daun Cincau,122,6,1,26,100
240,Daun Gandaria,60,3.1,0.3,14,100
241,Daun gedi besar segar,58,2.9,0.7,10,100
242,Daun gelang segar,30,1.3,0.7,5.8,100
243,Daun gunda bali segar,50,4.6,0.9,7,100
244,Daun gunda serang segar,62,4.2,0.9,9.2,100
245,Daun Jambu Mete muda,73,4.6,0.5,16.2,100
246,Daun jampang segar,34,3.8,0.5,5.3,100
247,Daun jawaw seluang segar,93,5,1.3,15.3,100
248,Daun jonghe segar,27,2.1,0.7,4.4,100
249,Daun kacang ma segar,36,2.9,0.6,6.8,100
250,Daun Kacang Panjang,34,4.1,0.4,5.8,100
251,Daun Kacang Panjang kukus,40,3.7,0.3,8,100
252,Daun kacang panjang segar,30,3.1,0.3,5.8,100
253,Daun kasbi/singkong karet segar,92,4,3.6,10.9,100
254,Daun Katuk,59,4.8,1,11,100
255,Daun katuk rebus,53,5.3,0.9,9.1,100
256,Daun katuk segar,59,6.4,1,9.9,100
257,Daun Kecipir,47,5,0.5,8.5,100
258,Daun Kedondong,59,2.8,0.3,13.4,100
259,Daun Kelor,82,6.7,1.7,14.3,100
260,Daun Kelor rebus,61,6.1,0.9,10,100
261,Daun Kemangi,46,4,0.5,8.9,100
262,Daun kenikir segar,45,3.7,0.5,6.6,100
263,Daun kesum segar,48,4.5,0.8,9.1,100
264,Daun kol sawi segar,22,2.1,0.5,3.6,100
265,Daun Koro,23,3,0.3,3.7,100
266,Daun kubis segar,51,2.5,1.1,8,100
267,Daun Kumak,14,1.3,0.3,2.3,100
268,Daun Labu Siam,60,4,0.4,4.7,100
269,Daun Labu Waluh,30,3.6,0.6,4.5,100
270,Daun lamtoro segar,87,8.3,1.8,14.4,100
271,Daun leilem segar,76,2.8,0.2,15.8,100
272,Daun Leunca,45,4.7,0.5,8.1,100
273,Daun Lobak,30,2.3,0.4,5.8,100
274,Daun Lompong Tales,40,3,0.8,7.4,100
275,Daun Mangkokan,54,3.7,0.3,11.8,100
276,Daun matel ambon segar,71,6.8,1.6,11.5,100
277,Daun Melinjo,99,5,1.3,21.3,100
278,Daun Mengkudu Kukus,63,3.8,1.5,11.5,100
279,Daun ndusuk segar,166,1.7,0.5,38.8,100
280,Daun Oyong,22,1,0.1,5.3,100
281,Daun oyong segar,22,1,0.1,5.3,100
282,Daun Pakis,35,4,0.3,6.4,100
283,Daun pakis longgiho segar,54,2.2,3.6,3.1,100
284,Daun pakis segar,39,4.5,0.4,6.9,100
285,Daun pakis wambateu segar,53,3.4,1.2,7.2,100
286,Daun paku segar,29,3.4,0.1,6.5,100
287,Daun pangisegar,104,3.9,0.6,17.9,100
288,Daun pare segar,49,2.7,1,8.4,100
289,Daun pepaya segar,87,8,2,11.9,100
290,Daun Pete Cina,128,12,6.5,12.4,100
291,Daun Poh-pohan,37,2.5,0.8,6.9,100
292,Daun salam  bubuk,301,14.2,10.9,49,100
293,Daun selasih segar,62,4,0.5,10.5,100
294,Daun Semanggi,45,4.4,8,0.5,100
295,Daun semanggi segar,45,4.4,0.5,8.5,100
296,Daun simpur segar,53,3.2,2.5,7.6,100
297,Daun singkil segar,68,2,1,15.2,100
298,Daun Singkong,73,6.8,1.2,13,100
299,Daun singkong ambon segar,144,12.7,1.2,25.2,100
300,Daun singkong ampenan segar,50,6.2,1.1,7.1,100
301,Daun singkong kopang segar,74,6.3,0.7,10.7,100
302,Daun Singkong lodeh,55,4,0.5,8.5,100
303,Daun Singkong rebus,31,3.7,0.6,4.8,100
304,Daun singkong segar,50,6.2,1.1,7.1,100
305,Daun Sintrong,36,2.6,0.9,6.1,100
306,Daun talas rebus,27,1.3,0.2,5.9,100
307,Daun talas segar,59,3,0.4,13.5,100
308,Daun Tales,71,4.1,2.1,12.3,100
309,Daun Tales rebus,27,1.3,0.2,5.9,100
310,Daun tespong segar,70,2.9,0.3,13.9,100
311,Daun Ubi Jalar,47,2.8,0.4,10.4,100
312,Daun Ubi Jalar kukus,56,3.1,0.3,13,100
313,Daun ubi kuning segar,62,3.7,0.3,11.1,100
314,Daun ubi merah kukus,56,3.1,0.3,13,100
315,Daun ubi merah segar,48,3,0.3,10.8,100
316,Daun ubi putih segar,46,2.8,0.2,8.2,100
317,Daun ubi tinta segar,55,1.7,0.1,11.9,100
318,Deblo ,260,2,15,53,100
319,Dendeng belut goreng,382,55.7,14.1,8,100
320,Dendeng Daging Sapi,433,55,9,0,100
321,Dendeng mujahir goreng,598,74.3,26.9,9.2,100
322,Dideh darah ayam,77,13.8,1.9,0.7,100
323,Dideh darah sapi,104,21.9,1.1,0,100
324,Djibokum masakan,248,10,2.3,40.9,100
325,Dodol,395,3,5.7,81.2,100
326,Dodol bali,298,3.7,2.1,65.9,100
327,Dodol banjarmasin,368,2.6,8.6,70,100
328,Dodol galamai,348,0.4,3.8,76.1,100
329,Dodol kedondong,331,1.9,7.6,63.8,100
330,Dodol manado,373,4.3,16.5,51.9,100
331,Dodonkol ,17.5,3.3,2.3,39.5,100
332,Domba daging gemuk segar,317,15.7,27.7,0,100
333,Domba daging kurus  segar,202,17.1,14.8,0,100
334,Domba ginjal segar,100,16.6,3.3,1,100
335,Duku,63,1,0.2,16.1,100
336,Durian,134,2.5,3,28,100
337,Duwet segar,80,0.5,0.6,18.2,100
338,Eceng Gondok,18,1,0.2,3.8,100
339,Embacang,98,1.4,0.2,25.4,100
340,Empal (daging) Goreng masakan,248,36.2,6.9,10.1,100
341,Empal Goreng,590,18.5,57,0,100
342,Emping (kerupuk melinjo),345,12,1.5,71.5,100
343,Emping beras,403,10.6,2.2,85.3,100
344,Emping komak,355,17.8,4.6,60.7,100
345,Encung asam segar,122,3.5,4.5,17.5,100
346,Enting-enting gepuk hello kity,538,13.6,30.3,52.6,100
347,Enting-enting gepuk kacang tanah,524,13.3,29.2,52,100
348,Enting-enting wijen,565,18.2,38.4,36.8,100
349,Erbis,70,0.6,0,18.9,100
350,Es krim,210,4,12.5,20.6,100
351,Es Krim (Coconut milk) ,156.7,3,1.7,32.7,100
352,Es Mambo ,152,0,0,37.6,100
353,Es Sirup ,44.8,0,0,11.3,100
354,Fillet o-fish,270,12.3,15.9,19.3,100
355,Gadeng/Gadung kering,322,2.4,0.6,76.6,100
356,Gado-gado,137,6.1,3.2,21,100
357,Gadung kukus,88,0.8,0.3,20.9,100
358,Gadung mentah,101,2.1,0.2,23.2,100
359,Gadung ubi kukus,88,0.6,0.3,20.9,100
360,Gadung ubi segar,100,0.9,0.3,23.5,100
361,Gambas (Oyong),18,0.8,0.2,4.1,100
362,Gambas lodeh,13,0.3,0.6,1.6,100
363,Gandaria,68,0.7,0.1,18,100
364,Ganyong kukus,100,0.8,0.2,23.8,100
365,Ganyong mentah,95,1,0.1,22.6,100
366,Ganyong rebus,100,0.8,0.2,23.8,100
367,Ganyong segar,77,0.6,0.2,18.4,100
368,Gaplek,338,1.5,0.7,81.3,100
369,Gatep segar,191,4.5,1.5,39.7,100
370,Gatot,347,1.3,0.7,83.8,100
371,Geblek,195,0.4,1.7,44.4,100
372,Gelatine,389,0,0,91,100
373,Gembili,95,1.5,0.1,22.4,100
374,Gembili ubi segar,131,1.1,0.2,31.3,100
375,Gemblong,274,1.7,5.4,55.5,100
376,Gendar goreng,407,6.4,28.2,32,100
377,Genjer segar,35,1.7,0.2,7.7,100
378,Geplak,350,1.4,14.4,53.6,100
379,Geplak jahe,462,3.1,24.4,57.7,100
380,Gete kuah asam masakan,75,8.2,2,6,100
381,Getuk goreng,360,1.3,6.4,74.3,100
382,Getuk Lindri ,171.4,4,4,32,100
383,Getuk pisang,144,1.1,0.4,34.1,100
384,Getuk singkong,204,0.5,1.4,47.4,100
385,Ginjal Babi,114,16.3,4.6,0.8,100
386,Ginjal Domba,105,16.6,3.3,1,100
387,Ginjal Sapi,141,15,8.1,0.9,100
388,Gudeg ,53,1.6,1.6,8.8,100
389,Gudeg sayur,160,3.3,9.2,16,100
390,Gula Aren,368,0,0,95,100
391,Gula Kelapa,386,3,10,76,100
392,Gula Merah Tebu belum dimurnikan,356,0.4,0.5,90.6,100
393,Gula putih,394,0,0,94,100
394,Gulai asam keueung masakan,52,10,0.5,1.8,100
395,Gulai ikan masakan,106,16.5,3.3,2.5,100
396,Gulai ikan paya masakan,148,10,9.8,5,100
397,Gulai kambing,126,4.2,9.4,6.2,100
398,Gulai keumamah masakan,110,5.9,8.2,3.2,100
399,Gulai pakis,143,4,11.4,6,100
400,Gulai pliek,176,7.3,14.9,3.2,100
401,Gulai tiram masakan,132,9,7.2,7.8,100
402,Gurame asem manis masakan,192,12.7,10.1,12.7,100
403,Gurandil,218,0.5,2.5,48.5,100
404,Ham,389,16.9,35,0.3,100
405,Hangop,65,10,1,3.5,100
406,Hati Babi,134,19.7,4.8,1.7,100
407,Hati Sapi,136,19.7,3.2,6,100
408,Havermout,390,14.2,7.4,68.2,100
409,Hofa/Ubi hutan segar,127,1.2,0.5,29.5,100
410,Ikan asar merah masakan,146,17.7,5.9,5.6,100
411,Ikan Asin bilis goreng,380,33.6,27.5,0,100
412,Ikan Asin gabus goreng,456,46.5,24.4,0,100
413,Ikan Asin japuh goreng,348,18.7,29.5,0,100
414,Ikan Asin kering,193,42,1.5,0,100
415,Ikan Asin pari goreng,430,58.2,23.6,0,100
416,Ikan Asin pepetek goreng,652,40.4,54.3,0,100
417,Ikan Asin sirinding goreng,319,6.9,31.7,0,100
418,Ikan Asin teri goreng,430,33.4,32.4,0,100
419,Ikan Bader (Tawes),198,19,13,0,100
420,Ikan balong segar,107,16.5,3.9,1.5,100
421,Ikan bambangan segar,112,20,1.3,3.7,100
422,Ikan Bandeng,129,20,4.8,0,100
423,Ikan bandeng presto masakan,296,17.1,20.3,11.3,100
424,Ikan banjar segar,111,19.4,0.9,4.8,100
425,Ikan baronang segar,78,14.5,0.6,3.7,100
426,Ikan baung bakar,144,17.8,5.8,5.2,100
427,Ikan baung segar,123,15.1,5.5,3.3,100
428,Ikan Bawal,96,19,1.7,0,100
429,Ikan Bekasang,138,14,0.7,7.4,100
430,Ikan Belida bakar,128,18,3,7.2,100
431,Ikan Belida segar,80,14.7,1.4,2.2,100
432,Ikan Belut Segar goreng,417,25.9,19.4,32,100
433,Ikan Belut Segar mentah,82,6.7,1,10.9,100
434,Ikan Beunteur,66,14,0,0,100
435,Ikan biawan segar,90,14.9,2.5,2.1,100
436,Ikan bili segar,88,14.2,0.7,6.2,100
437,Ikan bubara segar,100,14.7,2.4,4.9,100
438,Ikan bulan-bulan segar,134,25.5,1.3,5,100
439,Ikan cakalang asap mentah,204,34.2,5.6,1.9,100
440,Ikan cakalang asin mentah,198,36.5,2.2,5.5,100
441,Ikan cakalang hati segar,120,11.3,3.9,10,100
442,Ikan cakalang jantung segar,116,11.2,1.2,10.2,100
443,Ikan cakalang perut segar,86,10.2,1.1,8.7,100
444,Ikan cakalang segar,107,19.6,0.7,5.5,100
445,Ikan calo/ peda mentah,81,11.4,1.9,3.8,100
446,Ikan daun segar,101,11.5,4.1,4.6,100
447,Ikan Ekor Kuning,109,17,4,0,100
448,Ikan Gabus asap mentah,261,38.1,2.3,21.9,100
449,Ikan Gabus kering,292,58,4,0,100
450,Ikan Gabus segar,74,25.2,1.7,0,100
451,Ikan gete goreng,267,23.1,19.4,0.2,100
